0.0;898.48;1040.5;3256.19;1165.69;1155.61;1159.79;1580.06;1528.69;1446.56;1472.83;277.53;1316.72;1302.41;1468.51;1252.76;1360.26;1291.54;672.09;1571.72;5418.38;2179.67;1169.67;892.01;1134.9;1032.09;1511.55;1500.35;1083.13;1128.4;2426.11;1597.64;1599.76;1575.29;1398.29;1785.83;1252.16;1233.38;1650.49;1644.97;1060.15;1646.55;1278.82;1676.49;1102.51;1688.19;2873.77;2343.72;6537.66;1909.66;1485.58;1017.11;6214.4;4108.93;4212.44;4290.92;4255.8;857.73;817.32;1139.09;1010.23;1054.55;2931.75;2205.97;1248.12;1422.5;298.47;575.73;1338.82;492.43;5079.6;2676.94;692.54;1609.09;1363.8;1349.98;1335.57;791.65;4407.41;2262.92;1354.25;2156.93;4248.58;893.94;2342.14;1905.02;1986.72;2239.26;2302.93;1751.05;4274.35;3233.1;1040.32;1285.05;2602.34;3132.0;1518.45;2376.86;2318.26;1023.33;1425.69;912.89;580.73;896.95;3537.28;4797.61;5095.64;6088.83;1524.06;2695.31;4739.39;5340.42;2776.09;3619.14;4469.19;3915.14;5757.14;2911.31;1040.39;1623.26;1637.07;1668.67;1673.51;1678.43;1714.43;2786.28;772.93;1108.06;1804.35;1814.09;1408.1;1224.61;1340.26;1365.33;2656.6;4660.23;3050.42;1489.41;1318.66;1943.51;1360.78;5402.87;522.01;3105.24;3229.14;3035.32;3016.07;6676.99;4316.63;2227.84
898.48;0.0;174.4;3498.43;439.35;429.26;433.45;749.74;698.37;580.5;606.77;760.03;784.45;1433.35;1721.41;1428.09;1439.47;1475.56;390.6;1764.91;6319.11;1433.57;358.49;1242.63;285.09;220.91;667.37;656.18;210.99;317.23;1869.45;1772.98;755.59;731.11;532.24;2018.56;407.99;389.21;1137.02;886.95;215.98;802.38;434.64;1097.73;252.7;930.18;2127.68;1590.78;5791.57;2102.84;1713.22;819.31;5468.31;4926.92;5030.42;5108.91;5073.79;1208.36;996.24;294.92;1360.85;408.54;3124.94;2399.15;884.67;1597.83;1147.33;1143.87;975.37;512.78;4798.4;2120.27;220.33;1772.24;1000.35;986.53;1249.54;313.32;3661.32;2541.96;1529.58;1410.84;5066.57;346.79;2535.33;2098.21;2263.29;2518.29;2212.59;2030.08;5092.33;3426.29;229.14;921.6;2149.41;2827.18;688.13;2449.69;1507.08;813.1;815.27;1730.88;412.04;1714.93;2791.19;4051.52;4349.55;5342.73;693.74;3009.03;3993.29;4594.33;2043.03;3094.28;3944.34;3169.04;5011.05;2165.21;168.26;1816.44;1830.26;1861.86;1866.7;1871.62;1907.62;2280.57;700.32;1387.09;960.17;969.91;542.04;1220.06;1335.72;1343.7;1845.43;3914.13;2304.32;645.24;1597.7;2222.55;1639.81;4656.78;410.55;2824.04;2947.94;2754.12;2734.87;6513.28;4152.91;2506.88
1040.5;174.4;0.0;3598.66;274.5;264.42;268.6;602.54;551.17;469.04;495.31;902.06;626.64;1560.36;1848.42;1555.1;1566.48;1602.56;430.25;1891.92;6419.34;1560.58;193.64;1342.86;152.45;56.06;617.49;628.68;176.92;152.38;1996.45;1899.98;643.38;618.91;420.78;2145.56;480.56;461.78;1264.03;947.79;318.95;809.98;403.38;1224.74;120.06;959.72;2003.09;1585.29;5786.5;2229.85;1840.22;946.31;5343.73;4877.05;4980.56;5059.05;5023.93;1308.59;1096.48;353.64;1461.09;535.54;3251.94;2526.16;1011.67;1724.84;1289.35;1094.01;1102.37;613.01;4925.41;2247.28;362.35;1899.24;1127.36;1113.53;1376.54;369.51;3788.32;2384.15;1656.59;1537.84;5016.71;473.8;2662.34;2225.21;2105.49;2360.49;2339.6;1872.28;5042.47;3553.29;64.29;1048.6;1984.56;2669.37;540.93;2549.92;1342.23;940.1;942.27;1681.02;512.27;1665.07;2786.12;3926.93;4344.47;5218.15;546.54;2851.22;4120.3;4721.33;1878.18;2929.44;3779.49;3296.05;5138.05;2292.22;218.55;1943.45;1957.26;1988.86;1993.7;1998.62;2034.62;2115.72;739.97;1229.29;954.69;964.43;430.58;1062.26;1177.91;1185.89;1680.58;3789.55;2299.25;533.03;1439.89;2064.74;1482.01;4783.78;552.57;2951.04;3074.94;2881.12;2861.87;6640.28;4279.92;2349.07
3256.19;3498.43;3598.66;0.0;4060.24;4050.16;4054.34;4105.77;4097.41;4084.87;4058.6;3033.23;4523.3;2622.13;2307.89;2332.1;2564.56;2412.05;3878.66;2351.61;3747.03;4228.83;3782.76;2348.33;3780.09;3645.18;4001.87;3990.68;3705.99;3741.5;4171.2;1880.04;4110.68;4086.21;4027.24;2565.71;3712.79;3694.01;3284.61;3856.14;3583.33;4014.8;3819.23;3310.61;3747.69;3899.36;4922.94;4597.92;8758.44;2067.42;2290.53;2692.65;8263.57;4660.65;4578.67;4474.91;4944.29;2382.31;2595.85;3684.1;2271.97;3493.23;1509.48;1888.05;3045.87;2399.39;2960.33;3289.9;3123.45;2985.74;4619.79;4082.36;3587.09;2423.2;3003.4;2912.78;2754.37;3686.2;4964.05;4881.78;2295.1;4206.1;4561.39;3438.78;1926.35;2072.04;4405.24;4741.39;2657.58;4489.1;4640.58;1590.06;3653.41;2977.71;5808.91;6092.97;4087.16;1133.83;5147.48;2698.85;3405.86;3119.55;3086.39;3273.31;5586.45;6846.77;7144.8;8137.99;4092.78;5085.5;6167.93;6726.61;5587.32;6529.43;7379.48;5595.96;6998.06;5133.61;3663.25;2329.34;2315.53;2283.93;2279.08;2274.16;2238.17;5715.72;3707.36;3846.11;4172.59;4182.33;4037.04;4214.62;4330.27;4371.49;5280.57;6709.39;5099.58;4011.32;4056.72;4681.57;4098.83;7436.22;3382.48;3178.98;3227.22;3109.07;3089.81;5520.61;3764.07;4729.98
1165.69;439.35;274.5;4060.24;0.0;10.08;5.9;515.96;538.29;456.16;482.43;1027.25;483.1;1710.01;1998.08;1857.92;1716.13;1752.22;531.96;2041.57;6534.45;1535.74;140.65;1711.91;296.74;222.18;606.99;618.18;298.12;140.49;1971.61;2077.75;632.89;535.52;321.31;2295.22;576.79;558.01;1413.68;961.7;500.07;823.9;417.29;1374.39;264.34;973.64;2091.19;1703.64;5776.0;2379.51;1989.88;1124.08;5431.82;4984.46;5087.96;5166.45;5131.33;1677.64;1361.43;486.67;1830.13;685.2;3401.6;2675.82;1161.33;2001.7;1414.54;1201.41;1252.03;877.97;5075.06;2222.44;487.54;2048.9;1277.01;1263.19;1526.2;471.22;3763.48;2240.6;1834.36;1513.01;5124.11;651.57;2811.99;2374.87;1961.94;2216.94;2489.25;1728.73;5149.87;3702.95;213.95;1198.26;1856.67;2525.82;528.04;2814.87;1214.34;1117.88;1091.93;1788.42;777.22;1772.47;2801.42;4015.02;4333.98;5306.24;533.66;2707.67;4095.46;4696.5;1750.29;2801.55;3651.6;3271.21;5113.22;2267.38;399.67;2093.1;2106.92;2138.52;2143.36;2148.28;2184.28;1987.83;842.28;1085.74;944.19;953.93;331.12;918.71;1034.36;1042.34;1552.69;3877.64;2288.75;522.54;1296.34;1921.2;1338.46;4758.94;677.76;3100.7;3224.6;3030.78;3011.53;6789.94;4429.57;2205.53
1155.61;429.26;264.42;4050.16;10.08;0.0;4.18;505.88;528.2;446.07;472.34;1017.16;493.18;1699.93;1987.99;1847.83;1706.05;1742.13;521.87;2031.49;6524.37;1525.66;130.57;1701.83;286.65;212.1;596.91;608.1;288.03;130.4;1961.53;2067.67;622.8;525.44;311.23;2285.13;566.71;547.93;1403.6;951.62;489.99;813.82;407.21;1364.31;254.26;963.56;2081.1;1693.55;5765.92;2369.42;1979.79;1114.0;5421.73;4994.54;5098.05;5176.54;5141.42;1667.55;1351.34;476.59;1820.05;675.11;3391.51;2665.73;1151.25;1991.61;1404.46;1211.5;1241.95;867.88;5064.98;2212.35;477.45;2038.82;1266.93;1253.1;1516.11;461.13;3753.4;2250.69;1824.27;1502.92;5134.2;641.48;2801.91;2364.79;1972.02;2227.02;2479.17;1738.81;5159.96;3692.87;203.87;1188.18;1846.58;2535.91;517.96;2804.78;1204.26;1107.79;1081.84;1798.51;767.14;1782.56;2791.34;4004.94;4323.89;5296.16;523.57;2717.76;4085.38;4686.41;1740.2;2791.46;3641.51;3261.13;5103.13;2257.3;389.59;2083.02;2096.83;2128.43;2133.28;2138.2;2174.19;1977.75;852.36;1095.82;934.11;943.84;321.03;928.79;1044.44;1052.43;1542.6;3867.56;2278.67;512.45;1306.43;1931.28;1348.54;4748.86;667.67;3090.61;3214.52;3020.7;3001.45;6779.85;4419.49;2215.61
1159.79;433.45;268.6;4054.34;5.9;4.18;0.0;510.06;532.39;450.26;476.53;1021.35;489.0;1704.11;1992.18;1852.02;1710.23;1746.32;526.06;2035.67;6528.55;1529.84;134.75;1706.01;290.84;216.28;601.09;612.28;292.22;134.59;1965.71;2071.85;626.99;529.62;315.41;2289.32;570.89;552.11;1407.78;955.8;494.17;818.0;411.39;1368.49;258.44;967.74;2085.29;1697.74;5770.1;2373.61;1983.98;1118.18;5425.92;4990.35;5093.86;5172.35;5137.23;1671.74;1355.53;480.77;1824.23;679.3;3395.7;2669.92;1155.43;1995.8;1408.64;1207.31;1246.13;872.07;5069.16;2216.54;481.64;2043.0;1271.11;1257.29;1520.3;465.32;3757.58;2246.5;1828.46;1507.11;5130.01;645.67;2806.09;2368.97;1967.84;2222.84;2483.35;1734.63;5155.77;3697.05;208.05;1192.36;1850.77;2531.72;522.14;2808.97;1208.44;1111.98;1086.03;1794.32;771.32;1778.37;2795.52;4009.12;4328.08;5300.34;527.76;2713.57;4089.56;4690.6;1744.39;2795.65;3645.7;3265.31;5107.32;2261.48;393.77;2087.2;2101.02;2132.62;2137.46;2142.38;2178.38;1981.93;848.18;1091.64;938.29;948.03;325.22;924.61;1040.26;1048.24;1546.79;3871.74;2282.85;516.64;1302.24;1927.1;1344.36;4753.04;671.86;3094.8;3218.7;3024.88;3005.63;6784.04;4423.67;2211.43
1580.06;749.74;602.54;4105.77;515.96;505.88;510.06;0.0;51.37;133.5;107.23;1368.64;797.46;1652.68;1940.75;1800.59;1658.8;1694.89;946.32;1984.24;7066.83;1177.29;511.18;1883.26;582.23;561.58;103.92;115.11;575.04;482.25;1613.16;2253.77;72.35;19.56;206.56;2237.89;516.91;498.13;1295.13;520.1;609.77;267.83;329.54;1255.84;549.84;549.18;1447.86;1030.07;5231.27;2322.18;1932.55;1339.64;4788.5;5460.98;5564.49;5642.98;5607.86;1848.98;1636.87;509.2;2001.48;639.24;3344.27;2618.49;1104.0;1944.37;1828.91;1677.94;1194.7;1153.41;4822.38;1863.99;901.9;1991.57;1219.68;1205.86;1468.87;885.58;3405.03;2717.13;2010.38;1154.56;5600.64;764.49;2754.66;2317.54;2438.46;2693.47;2431.92;2205.25;5626.4;3645.62;553.35;1140.93;1740.21;2834.68;61.61;3087.55;1216.98;1333.43;973.37;2264.95;1052.66;2249.0;2230.89;3371.7;3789.24;4662.92;56.0;3184.2;3737.01;4338.05;1633.83;2598.94;3448.99;2912.76;4754.77;1908.93;608.5;2035.77;2049.59;2081.19;2086.03;2090.95;2126.95;1785.22;1318.81;1562.26;399.46;409.2;184.84;1395.23;1510.89;1518.87;1350.08;3234.32;1744.02;123.87;1772.87;2397.72;1814.98;4400.49;1092.12;2982.14;3022.23;2912.23;2892.97;6671.38;4311.02;2682.05
1528.69;698.37;551.17;4097.41;538.29;528.2;532.39;51.37;0.0;82.13;55.86;1317.27;819.79;1644.32;1932.38;1792.22;1650.44;1686.53;894.96;1975.88;6908.37;1228.61;459.82;1831.89;530.87;510.21;155.24;166.43;523.67;430.88;1664.48;2245.41;123.67;70.93;219.84;2229.53;497.17;478.39;1293.08;558.53;558.41;319.15;278.17;1253.79;498.47;587.61;1499.18;1081.38;5282.58;2313.81;1924.19;1288.27;4839.81;5483.31;5586.81;5665.3;5630.18;1797.61;1585.5;463.13;1950.11;619.51;3335.91;2610.12;1095.64;1936.01;1777.54;1700.26;1186.34;1102.04;4954.46;1915.3;850.53;1983.21;1211.32;1197.5;1460.51;834.22;3456.35;2739.45;2002.02;1205.87;5622.96;713.12;2746.3;2309.18;2460.79;2715.79;2423.56;2227.58;5648.72;3637.26;501.98;1132.57;1759.73;2825.34;10.24;3079.19;1236.5;1282.06;971.32;2287.27;1001.3;2271.32;2282.2;3423.02;3840.56;4714.23;4.63;3206.52;3788.33;4389.36;1653.35;2618.46;3468.51;2964.08;4806.08;1960.25;557.13;2027.41;2041.23;2072.83;2077.67;2082.59;2118.59;1804.74;1341.13;1584.59;450.77;460.51;208.13;1417.56;1533.21;1541.19;1369.6;3285.64;1795.34;92.54;1795.19;2420.05;1837.31;4451.81;1040.76;2980.1;3104.0;2910.18;2890.93;6669.34;4308.97;2704.38
1446.56;580.5;469.04;4084.87;456.16;446.07;450.26;133.5;82.13;0.0;26.27;1308.11;737.66;1631.79;1919.85;1779.69;1637.91;1674.0;812.83;1963.35;6895.83;1216.98;377.69;1819.36;448.73;428.08;164.47;175.66;441.54;348.75;1652.85;2232.88;190.36;153.06;137.71;2217.0;484.64;465.86;1280.55;546.0;545.88;370.04;265.64;1241.26;416.34;575.08;1550.07;1132.27;5333.47;2301.28;1911.66;1275.74;4890.7;5401.18;5504.68;5583.17;5548.05;1785.08;1572.97;450.6;1937.58;606.98;3323.38;2597.59;1083.11;1923.47;1695.41;1618.13;1173.81;1089.51;4941.93;1903.68;768.4;1970.68;1198.79;1184.96;1447.98;752.08;3444.72;2657.32;1989.48;1194.25;5540.83;700.59;2733.77;2296.65;2378.66;2633.66;2411.03;2145.45;5566.59;3624.73;419.85;1120.04;1735.32;2743.21;71.89;3066.66;1093.0;1269.53;958.79;2205.14;988.77;2189.19;2333.09;3473.91;3891.45;4765.12;77.5;3124.39;3776.7;4377.74;1628.94;2647.44;3497.5;2952.45;4794.46;1948.62;543.09;2014.88;2028.69;2060.29;2065.14;2070.06;2106.06;1833.73;1259.0;1502.46;501.66;511.4;126.0;1335.43;1451.08;1459.06;1398.59;3336.53;1846.23;80.01;1713.06;2337.92;1755.18;4440.18;958.63;2967.56;3091.47;2897.65;2878.4;6656.8;4296.44;2622.25
1472.83;606.77;495.31;4058.6;482.43;472.34;476.53;107.23;55.86;26.27;0.0;1278.47;763.93;1605.52;1893.58;1753.42;1611.64;1647.73;839.1;1937.08;6869.56;1190.71;403.96;1793.09;475.01;454.35;138.19;149.39;467.81;375.02;1626.58;2206.61;164.09;126.79;163.98;2190.73;458.37;439.59;1254.28;519.73;519.61;343.77;239.37;1214.99;442.61;548.8;1523.8;1106.0;5307.2;2275.01;1885.39;1249.47;4864.43;5427.45;5530.96;5609.44;5574.32;1758.81;1546.7;424.33;1911.31;580.7;3297.1;2571.32;1056.84;1897.2;1721.68;1644.4;1147.54;1063.24;4915.66;1877.41;794.68;1944.41;1172.52;1158.69;1421.71;778.36;3418.45;2683.59;1963.21;1167.98;5567.1;674.32;2707.5;2270.38;2404.93;2659.93;2384.76;2171.72;5592.87;3598.46;446.12;1093.77;1761.59;2769.48;45.62;3040.39;1119.27;1243.26;932.52;2231.41;962.49;2215.47;2306.82;3447.64;3865.18;4738.85;51.23;3150.66;3750.43;4351.47;1655.21;2673.72;3523.77;2926.18;4768.19;1922.35;518.33;1988.61;2002.42;2034.02;2038.87;2043.79;2079.78;1860.0;1285.27;1528.73;475.39;485.13;152.27;1361.7;1477.35;1485.33;1424.86;3310.25;1819.96;53.74;1739.34;2364.19;1781.45;4413.91;984.9;2941.29;3065.19;2871.38;2852.12;6630.53;4270.17;2648.52
277.53;760.03;902.06;3033.23;1027.25;1017.16;1021.35;1368.64;1317.27;1308.11;1278.47;0.0;1334.27;1095.3;1261.4;1045.65;1153.15;1084.43;667.91;1364.61;5853.9;1914.91;1031.22;684.9;996.46;893.64;1286.27;1275.08;935.56;989.96;2161.36;1390.53;1374.49;1350.01;1259.85;1578.71;1026.89;1008.11;1385.74;1380.21;812.91;1432.27;1053.54;1411.74;964.06;1423.44;2609.02;2141.7;6272.91;1702.55;1278.47;810.0;5949.65;4367.93;4471.44;4549.93;4514.81;650.62;610.21;913.81;803.12;886.45;2724.64;1998.86;983.36;1215.39;557.47;834.74;1074.06;227.67;4872.49;2412.18;554.09;1401.98;1099.05;1085.22;1128.46;653.21;4142.65;2521.92;1147.14;1892.18;4507.59;668.36;2135.03;1697.91;2245.73;2498.26;2095.82;2010.05;4533.35;3025.99;901.87;1020.29;2701.85;3333.45;1307.03;2128.15;2179.81;717.09;1160.93;1171.9;315.97;1155.95;3272.53;4532.85;4830.88;5824.07;1312.64;2954.31;4474.63;5075.67;2715.76;3767.01;4617.07;3650.38;5492.39;2646.55;892.83;1416.14;1429.96;1461.56;1466.4;1471.32;1507.32;2953.3;978.27;1367.06;1590.07;1599.81;1269.65;1426.05;1541.7;1566.77;2518.16;4395.47;2785.66;1264.14;1577.67;2202.52;1619.78;5138.11;349.49;2898.13;3022.03;2828.21;2808.96;6469.88;4109.52;2486.85
